Organization,Category,Street Address,City,State,Zip Code,Latitude,Longitude,Phone Number,Status,Free Services,Paid Services,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
Youth Guidance Network (Youth Guidance Network),Mental Health,"1750 West Holt Avenue, Pomona",Los Angeles,CA,91768,34.0609389,-117.780007,800354-0315,Not specified,,"counseling, substance abuse counseling, navigating the system, one-on-one support",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Full-Service Partnership (FSP) Program (David and Margaret Youth and Family Services),Mental Health,"1350 3rd Street, La Verne",Los Angeles,CA,91750,34.1040614,-117.784562,909-596-59213510,Open,,"psychiatric emergency services, mental health care, family counseling, individual counseling, mental health evaluation, navigating the system, case management, support network, help hotlines, one-on-one support, skills assessment",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Family Support & Resource Center (The Pomona Unified School District),Mental Health,"605 North Park Avenue, Pomona",Los Angeles,CA,91768,34.0634858,-117.7550191,909623-9560,Open,"specialized therapy, family counseling, navigating the system, support network, one-on-one support",,11:00 AM - 19:30 PM,11:00 AM - 19:30 PM,11:00 AM - 19:30 PM,11:00 AM - 19:30 PM,11:00 AM - 19:30 PM,Closed,Closed
Field Capable Clinical Services (Tri-City Mental Health),Mental Health,"1403 N Garey Ave, Pomona",Los Angeles,CA,91767,34.0717736,-117.7526603,909-784-3045,Open,"counseling, mental health care, group therapy, individual counseling, navigating the system",,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Peer Mentor Program (Tri-City Mental Health),Mental Health,"1403 N Garey Ave, Pomona",Los Angeles,CA,91767,34.0717736,-117.7526603,909-623-6131,Open,"counseling, navigating the system, peer support",,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Caregiver Support Program (Santa Clarita Valley Senior Center),Mental Health,"22900 Market St, Santa Clarita",Los Angeles,CA,91321,34.3753933,-118.5294961,661-259-9444,Open,,"daily life skills, counseling, support groups, more education, skills & training",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Mental Health Services (Valley Community Counseling Clinic),Mental Health,,Los Angeles,CA,,,,818-763-2084,Open,,"parenting education, counseling, mental health care, family counseling, individual counseling",12:00 PM - 23:00 PM,12:00 PM - 23:00 PM,12:00 PM - 23:00 PM,12:00 PM - 23:00 PM,12:00 PM - 23:00 PM,12:00 PM - 20:00 PM,Closed
Spiritual Care And Guidance (Jewish Healing Center Of Los Angeles),Mental Health,10573 Pico Blvd,Los Angeles,CA,90064,34.0439975,-118.4214501,310-277-1550,Not specified,"bereavement, parenting education, counseling, substance abuse counseling, support network, home visiting, spiritual support",,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Mental Health Services (The Soldiers Project - Southern California),Mental Health,,Los Angeles,CA,,,,877-576-5343,Temporarily closed,"counseling, mental health care, outpatient treatment",,Closed,Closed,Closed,Closed,Closed,Closed,Closed
101 Enterprises Supportive Services (101 Enterprises Foundation),Mental Health,,Los Angeles,CA,,,,323-337-7279,Temporarily closed,"help pay for school, meals, safe housing, health education, prevent & treat, counseling, after school care, mentoring, skills & training, job placement",,Closed,Closed,Closed,Closed,Closed,Closed,Closed
Prevention Program (Family Service Agency of Burbank),Mental Health,"2721 Burbank Blvd, Burbank",Los Angeles,CA,91505,34.1779432,-118.3413426,818-845-7671,Not specified,"mental health care, more education",,12:00 PM - 00:00 AM,12:00 PM - 00:00 AM,12:00 PM - 00:00 AM,12:00 PM - 00:00 AM,12:00 PM - 00:00 AM,11:00 AM - 21:00 PM,Closed
Home-Based Services (Behavioral Health Works),Mental Health,,Los Angeles,CA,,,,800-249-1266,Open,,"outpatient treatment, daily life skills, speech therapy, specialized therapy, in-home support, mental health care, one-on-one support",12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,Closed,Closed
Family TeleConnections (TLC) (National Education Alliance for Borderline Personality Disorder (NEABPD)),Mental Health,,Los Angeles,CA,,,,,Open,"understand mental health, support groups, virtual support, more education",,8:00 AM - 17:00 PM,8:00 AM - 17:00 PM,8:00 AM - 17:00 PM,8:00 AM - 17:00 PM,8:00 AM - 17:00 PM,Closed,Closed
Helping Military Children Handle Loss Program (The Comfort Crew For Military Kids),Mental Health,,Los Angeles,CA,,,,,Open,"support network, bereavement",,9:00 AM - 18:00 PM,9:00 AM - 18:00 PM,9:00 AM - 18:00 PM,9:00 AM - 18:00 PM,9:00 AM - 18:00 PM,Closed,Closed
Hearing Dogs Certified for Public Access (The Sam Simon Foundation),Mental Health,,Los Angeles,CA,,,,,Open,support & service animals,,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Home Hearing Dogs (The Sam Simon Foundation),Mental Health,,Los Angeles,CA,,,,,Open,support & service animals,,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Outpatient Substance Use Disorder Treatment (SHIELDS for Families),Mental Health,,Los Angeles,CA,,,,323-242-5000,Open,,"addiction & recovery, outpatient treatment, drug testing, substance abuse counseling, health education, daily life skills, parenting education, counseling, mental health care, case management",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Divine Healthcare Services (Divine Healthcare Services Inc),Mental Health,"405 West Manchester Boulevard, Inglewood",Los Angeles,CA,90301,33.9619588,-118.3621286,310-672-3820,Open,,"addiction & recovery, outpatient treatment, counseling, substance abuse counseling, transportation for healthcare, childcare",12:00 PM - 23:00 PM,12:00 PM - 23:00 PM,12:00 PM - 23:00 PM,12:00 PM - 23:00 PM,12:00 PM - 23:00 PM,Closed,Closed
Work Activity Program (The Arc of Los Angeles and Orange Counties),Mental Health,"9555 Washburn Rd, Downey",Los Angeles,CA,90242,33.924601,-118.118323,562-803-1556,Open,"counseling, skills & training",,Closed,Closed,Closed,Closed,Closed,Closed,Closed
Bereavement Ministry (Greater Zion Church Family),Mental Health,"2408 North Wilmington Avenue, Compton",Los Angeles,CA,90222,33.9148791,-118.2386412,310-639-5535,Open,bereavement,,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
"Telephonic or In-Home Counseling (Tender Luvin' Care (TLC) Medical Social Worker Agency, Inc.)",Mental Health,"400 Corporate Pointe, Culver City",Los Angeles,CA,90230,33.9885647,-118.3844059,888-852-6792,Open,,"mental health evaluation, counseling, navigating the system, one-on-one support",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Counseling Services (Colors LGBTQ Youth Counseling Center),Mental Health,"400 Corporate Pointe, Culver City",Los Angeles,CA,90230,33.9885647,-118.3844059,310-574-2813366,Open,"counseling, group therapy, family counseling, individual counseling",,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM
CalWORKs Domestic Violence Program (Foothill Family Service),Mental Health,"118 S Oak Knoll Ave, Pasadena",Los Angeles,CA,91101,34.1438134,-118.1348036,626993-3000,Not specified,"counseling, specialized therapy, family counseling, individual counseling, navigating the system, one-on-one support, support groups, representation",,11:00 AM - 23:00 PM,11:00 AM - 23:00 PM,11:00 AM - 23:00 PM,11:00 AM - 23:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Therapeutic Behavioral Services (TBS) (Foothill Family Service),Mental Health,"118 South Oak Knoll Avenue, Pasadena",Los Angeles,CA,91101,34.1438213,-118.1348063,626-993-3000,Open,,"daily life skills, understand mental health, mental health care, one-on-one support",11:00 AM - 23:00 PM,11:00 AM - 23:00 PM,11:00 AM - 23:00 PM,11:00 AM - 23:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Therapy (Rose City Center),Mental Health,"595 E Colorado Blvd, Pasadena",Los Angeles,CA,91101,34.1462045,-118.1380151,626-793-8609,Open,,"family counseling, individual counseling",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Mental Health Services for Children and Teens (Foothill Family Service),Mental Health,"897 Granite Drive, Pasadena",Los Angeles,CA,91101,34.1372877,-118.1317891,626-993-3000,Not specified,,"counseling, in-home support, mental health care, residential treatment, support groups",11:00 AM - 19:30 PM,11:00 AM - 19:30 PM,11:00 AM - 19:30 PM,11:00 AM - 19:30 PM,11:00 AM - 19:30 PM,Closed,Closed
Child Guidance Clinic (South Bay Children's Health Center (SBCHC)),Mental Health,"1617 Cravens Ave, Torrance",Los Angeles,CA,90501,33.8325854,-118.3159977,310-328-0855,Open,,"counseling, specialized therapy, mental health care, individual counseling, medications for mental health",11:00 AM - 23:00 PM,11:00 AM - 23:00 PM,11:00 AM - 23:00 PM,11:00 AM - 23:00 PM,Closed,Closed,Closed
Senior Wellness Forum (Mauj Masti Sehat) (Saahas For Cause),Mental Health,,Los Angeles,CA,,,,562-526-2508,Open,"understand mental health, more education, health education",,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,Closed,Closed
Mental Health Services (Saahas For Cause),Mental Health,,Los Angeles,CA,,,,562-526-2508,Open,"mental health care, counseling, group therapy, family counseling, individual counseling, navigating the system, case management, more education",,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,Closed,Closed
Applied Behavior Analysis (ABA) / Behavioral Therapy Center Based (360 Behavioral Health),Mental Health,"3750 Atlantic Avenue, Long Beach",Los Angeles,CA,90807,33.8259589,-118.1847415,833-227-3454,Open,,"specialized therapy, mental health care, individual counseling, mental health evaluation, one-on-one support",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
CFGC Mental Health Services (Child and Family Guidance Center),Mental Health,6851 Lennox Avenue,Los Angeles,CA,91405,34.195569,-118.446138,818-993-9311,Open,"counseling, mental health care, group therapy",,11:30 AM - 23:00 PM,11:30 AM - 23:00 PM,11:30 AM - 23:00 PM,11:30 AM - 23:00 PM,11:30 AM - 20:00 PM,Closed,Closed
Behavioral Modification Programs (Beach Cities Mindfulness),Mental Health,"3655 Torrance Boulevard, Torrance",Los Angeles,CA,90503,33.8381801,-118.350645,424-254-9110,Open,,"anger management, individual counseling, outpatient treatment",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Therapy for Victims of Crime (Beach Cities Mindfulness),Mental Health,"3655 Torrance Boulevard, Torrance",Los Angeles,CA,90503,33.8381801,-118.350645,424-254-9110,Open,,"outpatient treatment, individual counseling",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Family Day Center (Family Promise of the South Bay),Mental Health,"2930 El Dorado St, Torrance",Los Angeles,CA,90503,33.8338069,-118.3395012,310-782-8196,Open,"personal hygiene, family counseling, individual counseling, credit counseling, navigating the system, help find work, advocacy & legal aid",,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Counseling Services (Community Psychological Services (CPS)),Mental Health,16055 Ventura Boulevard,Los Angeles,CA,91436,34.1568426,-118.4831692,818-907-7974,Open,,"mental health care, counseling, substance abuse counseling, family counseling, individual counseling, outpatient treatment, one-on-one support",12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,Closed
Substance Use Prevention for Teens and Young Adults (Didi Hirsch Mental Health Services),Mental Health,,Los Angeles,CA,,,,888-807-7250,Open,"addiction & recovery, health education, daily life skills, family counseling, mentoring, one-on-one support",,11:30 AM - 20:00 PM,11:30 AM - 20:00 PM,11:30 AM - 20:00 PM,11:30 AM - 20:00 PM,11:30 AM - 20:00 PM,Closed,Closed
Addiction Services (New You Center Inc),Mental Health,1030 West Florence Avenue,Los Angeles,CA,90044,33.9742903,-118.2930644,323-750-7580,Open,,"outpatient treatment, counseling, anger management, substance abuse counseling, transportation for healthcare",12:00 PM - 22:00 PM,12:00 PM - 22:00 PM,12:00 PM - 22:00 PM,12:00 PM - 22:00 PM,12:00 PM - 22:00 PM,Closed,Closed
Mental Health Services (Well Coast Medical),Mental Health,6080 Center Drive,Los Angeles,CA,90045,33.9768046,-118.3915724,,Open,,"counseling, medications for mental health, mental health evaluation",11:30 AM - 20:00 PM,11:30 AM - 20:00 PM,11:30 AM - 20:00 PM,11:30 AM - 20:00 PM,11:30 AM - 20:00 PM,Closed,Closed
Multidisciplinary Assessment Team (MAT) (Counseling4Kids),Mental Health,"601 S Glenoaks Blvd, Burbank",Los Angeles,CA,91502,34.1791572,-118.3012998,818-441-7800,Open,"mental health evaluation, specialized therapy, navigating the system, support network, one-on-one support",,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Recuperative Care (JWCH Institute Inc.),Mental Health,"5600 Rickenbacker Road, Bell",Los Angeles,CA,90201,33.9888943,-118.1676615,866-733-5924,Open,"temporary shelter, medical care, residential treatment, meals, help find housing, transportation for healthcare, personal hygiene, navigating the system, case management",,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Behavioral Health Services (Airport Marina Counseling Service (AMCS)),Mental Health,7891 La Tijera Boulevard,Los Angeles,CA,90045,33.9653512,-118.385684,310-670-1410,Open,,"mental health care, counseling, group therapy, family counseling, individual counseling",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
"Autism Medical + Developmental Clinic (Special Needs Network, Inc. (SNN))",Mental Health,4401 Crenshaw Blvd,Los Angeles,CA,90043,34.0031908,-118.3316888,323-291-7100,Not specified,"medical care, disability screening, specialized therapy, family counseling, support network",,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Intensive Outpatient Telehealth (College Hospital),Mental Health,"1933 West Valley Boulevard, Alhambra",Los Angeles,CA,91803,34.0775922,-118.1452633,626-284-5100,Open,,"medication management, mental health care, counseling, group therapy, individual counseling, medications for mental health, mental health evaluation, outpatient treatment, understand mental health, virtual support",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Mental Health Counseling (Relational Center),Mental Health,,Los Angeles,CA,,,,,Open,,"mental health care, counseling, individual counseling, support network",13:00 PM - 21:00 PM,13:00 PM - 21:00 PM,13:00 PM - 21:00 PM,13:00 PM - 21:00 PM,13:00 PM - 21:00 PM,Closed,Closed
Service Dogs for Veterans Program (Paws 4 Liberty),Mental Health,,Los Angeles,CA,,,,,Open,support & service animals,,8:00 AM - 17:00 PM,8:00 AM - 17:00 PM,8:00 AM - 17:00 PM,8:00 AM - 17:00 PM,8:00 AM - 17:00 PM,Closed,Closed
Support Group (Overeaters Anonymous - Inland Empire Intergroup),Mental Health,,Los Angeles,CA,,,,951-715-2080,Open,"group therapy, help hotlines, peer support",,10:00 AM - 19:00 PM,10:00 AM - 19:00 PM,10:00 AM - 19:00 PM,10:00 AM - 19:00 PM,10:00 AM - 19:00 PM,Closed,Closed
Online Support Groups (Still Mothers),Mental Health,,Los Angeles,CA,,,,,Open,"bereavement, support groups, virtual support",,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM
Guide Dog Partnership (Fidelco Guide Dog Foundation),Mental Health,,Los Angeles,CA,,,,860-243-4044,Open,support & service animals,,8:00 AM - 17:00 PM,8:00 AM - 17:00 PM,8:00 AM - 17:00 PM,8:00 AM - 17:00 PM,8:00 AM - 17:00 PM,Closed,Closed
"Guide and Service Dogs (Guide Dog Foundation for the Blind, Inc.)",Mental Health,,Los Angeles,CA,,,,,Open,support & service animals,,9:00 AM - 17:00 PM,9:00 AM - 17:00 PM,9:00 AM - 17:00 PM,9:00 AM - 17:00 PM,9:00 AM - 17:00 PM,Closed,Closed
Problem Gambling Helpline (The California Council on Problem Gambling (CCPG)),Mental Health,,Los Angeles,CA,,,,800-426-2537,Open,"addiction & recovery, counseling, navigating the system, help hotlines, support groups",,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Remaining Hopeful (National Coalition for Cancer Survivorship),Mental Health,,Los Angeles,CA,,,,,Not specified,"counseling, navigating the system, support network",,8:00 AM - 17:00 PM,8:00 AM - 17:00 PM,8:00 AM - 17:00 PM,8:00 AM - 17:00 PM,8:00 AM - 17:00 PM,Closed,Closed
Mayflower Gardens Convalescent Hospital (MGCH) (Mayflower Gardens Convalescent Hospital (MGCH)),Mental Health,"6705 Columbia Way, Lancaster",Los Angeles,CA,93536,34.6459805,-118.2495102,661-943-3212,Open,,"medical care, skilled nursing, prevent & treat, physical therapy, occupational therapy, specialized therapy, hospital treatment",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
